 74.0  0.96   0.43   0.30   0.73
 75.0  0.95   0.44   0.29   0.72
 76.0  0.94   0.45   0.28   0.71
 77.0  0.93   0.45   0.28   0.70
 78.0  0.92   0.46   0.27   0.69
 79.0  0.91   0.48   0.27   0.68
 80.0  0.89   0.49   0.26   0.67
 81.0  0.88   0.51   0.26   0.66
 82.0  0.86   0.52   0.26   0.65
 83.0  0.86   0.52   0.25   0.64
 84.0  0.84   0.54   0.25   0.64
 85.0  0.82   0.56   0.25   0.63
 86.0  0.80   0.58   0.24   0.63
 87.0  0.77   0.60   0.24   0.62
 88.0  0.75   0.63   0.24   0.62
 89.0  0.72   0.65   0.24   0.62
 90.0  0.70   0.68   0.24   0.61
 91.0  0.68   0.68   0.24   0.61
 92.0  0.68   0.70   0.24   0.61
 93.0  0.65   0.72   0.24   0.62
 94.0  0.63   0.75   0.24   0.62
 95.0  0.60   0.77   0.24   0.62
 96.0  0.58   0.80   0.24   0.63
 97.0  0.56   0.82   0.25   0.63
 98.0  0.54   0.84   0.25   0.64
 99.0  0.52   0.86   0.25   0.64
100.0  0.52   0.86   0.26   0.65
101.0  0.51   0.88   0.26   0.66
102.0  0.49   0.89   0.26   0.67
103.0  0.48   0.91   0.27   0.68
104.0  0.46   0.92   0.27   0.69
105.0  0.45   0.93   0.28   0.70
106.0  0.45   0.94   0.28   0.71
107.0  0.44   0.95   0.29   0.72
108.0  0.43   0.96   0.30   0.73
109.0  0.44   0.96   0.30   0.74
110.0  0.43   0.97   0.31   0.76
111.0  0.43   0.97   0.31   0.77
112.0  0.43   0.98   0.32   0.78
113.0  0.43   0.98   0.33   0.79
114.0  0.43   0.99   0.34   0.80
115.0  0.43   0.99   0.34   0.82
116.0  0.44   0.99   0.35   0.83
117.0  0.44   0.99   0.36   0.84
118.0  0.45   0.99   0.37   0.85
119.0  0.45   0.99   0.37   0.86
120.0  0.46   1.00   0.38   0.87
121.0  0.47   1.00   0.39   0.88
122.0  0.48   1.00   0.40   0.89
123.0  0.49   1.00   0.41   0.90
124.0  0.50   1.00   0.42   0.91
125.0  0.51   1.00   0.43   0.92
126.0  0.52   1.00   0.44   0.93
127.0  0.53   1.00   0.45   0.94
128.0  0.55   1.00   0.46   0.94
129.0  0.56   1.00   0.47   0.95
130.0  0.57   1.00   0.48   0.95
131.0  0.59   1.00   0.49   0.96
132.0  0.60   1.00   0.50   0.96
133.0  0.62   1.00   0.51   0.97
134.0  0.63   1.00   0.52   0.97
135.0  0.65   1.00   0.53   0.98
136.0  0.66   1.00   0.55   0.98
137.0  0.68   1.00   0.56   0.98
138.0  0.70   1.00   0.57   0.98
139.0  0.71   1.00   0.59   0.99
140.0  0.73   1.00   0.60   0.99
141.0  0.74   1.00   0.61   0.99
142.0  0.76   1.00   0.63   0.99
143.0  0.77   1.00   0.64   0.99
144.0  0.79   1.00   0.66   0.99
145.0  0.80   1.00   0.67   0.99
146.0  0.81   1.00   0.69   1.00
147.0  0.83   1.00   0.70   1.00
148.0  0.84   1.00   0.72   1.00
149.0  0.85   1.00   0.73   1.00
150.0  0.86   1.00   0.75   1.00
151.0  0.87   1.00   0.76   1.00
152.0  0.88   1.00   0.78   1.00
153.0  0.89   1.00   0.79   1.00
154.0  0.90   1.00   0.81   1.00
155.0  0.91   1.00   0.82   1.00
156.0  0.92   1.00   0.83   1.00
157.0  0.93   1.00   0.85   1.00
158.0  0.94   1.00   0.86   1.00
159.0  0.94   1.00   0.87   1.00
160.0  0.95   1.00   0.88   1.00
161.0  0.95   1.00   0.90   1.00
162.0  0.96   1.00   0.91   1.00
163.0  0.96   1.00   0.92   1.00
164.0  0.97   1.00   0.92   1.00
165.0  0.97   1.00   0.93   1.00
166.0  0.98   1.00   0.94   1.00
167.0  0.98   1.00   0.95   1.00
168.0  0.98   1.00   0.95   1.00
169.0  0.98   1.00   0.96   1.00
170.0  0.99   1.00   0.97   1.00
171.0  0.99   1.00   0.97   1.00
172.0  0.99   1.00   0.97   1.00
173.0  0.99   1.00   0.98   1.00
174.0  0.99   1.00   0.98   1.00
175.0  0.99   1.00   0.98   1.00
176.0  0.99   1.00   0.99   1.00
177.0  0.99   1.00   0.99   1.00
178.0  0.99   1.00   0.99   1.00
179.0  1.00   1.00   0.99   1.00
180.0  1.00   1.00   0.99   0.99
181.0  1.00   1.00   0.99   0.99
182.0  1.00   1.00   0.99   0.99
183.0  1.00   1.00   1.00   0.99
184.0  0.99   1.00   1.00   0.99
185.0  0.99   1.00   1.00   0.99
186.0  0.99   1.00   1.00   0.99
187.0  0.99   1.00   1.00   0.98
188.0  0.99   1.00   1.00   0.98
189.0  0.99   1.00   1.00   0.98
190.0  0.99   1.00   1.00   0.97
191.0  0.99   1.00   1.00   0.97
192.0  0.99   1.00   1.00   0.97
193.0  0.98   1.00   1.00   0.96
194.0  0.98   1.00   1.00   0.95
195.0  0.98   1.00   1.00   0.95
196.0  0.98   1.00   1.00   0.94
197.0  0.97   1.00   1.00   0.93
198.0  0.97   1.00   1.00   0.92
199.0  0.96   1.00   1.00   0.92
200.0  0.96   1.00   1.00   0.91
201.0  0.95   1.00   1.00   0.90
202.0  0.95   1.00   1.00   0.88
203.0  0.94   1.00   1.00   0.87
204.0  0.94   1.00   1.00   0.86
205.0  0.93   1.00   1.00   0.85
206.0  0.92   1.00   1.00   0.83
207.0  0.91   1.00   1.00   0.82
208.0  0.90   1.00   1.00   0.81
209.0  0.89   1.00   1.00   0.79
210.0  0.88   1.00   1.00   0.78
211.0  0.87   1.00   1.00   0.76
212.0  0.86   1.00   1.00   0.75
213.0  0.85   1.00   1.00   0.73
214.0  0.84   1.00   1.00   0.72
215.0  0.83   1.00   1.00   0.70
216.0  0.81   1.00   1.00   0.69
217.0  0.80   1.00   0.99   0.67
218.0  0.79   1.00   0.99   0.66
219.0  0.77   1.00   0.99   0.64
220.0  0.76   1.00   0.99   0.63
221.0  0.74   1.00   0.99   0.61
222.0  0.73   1.00   0.99   0.60
223.0  0.71   1.00   0.99   0.59
224.0  0.70   1.00   0.98   0.57
225.0  0.68   1.00   0.98   0.56
226.0  0.66   1.00   0.98   0.55
227.0  0.65   1.00   0.98   0.53
228.0  0.63   1.00   0.97   0.52
229.0  0.62   1.00   0.97   0.51
230.0  0.60   1.00   0.96   0.50
231.0  0.59   1.00   0.96   0.49
232.0  0.57   1.00   0.95   0.48
233.0  0.56   1.00   0.95   0.47
234.0  0.55   1.00   0.94   0.46
235.0  0.53   1.00   0.94   0.45
236.0  0.52   1.00   0.93   0.44
237.0  0.51   1.00   0.92   0.43
238.0  0.50   1.00   0.91   0.42
239.0  0.49   1.00   0.90   0.41
240.0  0.48   1.00   0.89   0.40
241.0  0.47   1.00   0.88   0.39
242.0  0.46   1.00   0.87   0.38
243.0  0.45   0.99   0.86   0.37
244.0  0.45   0.99   0.85   0.37
245.0  0.44   0.99   0.84   0.36
246.0  0.44   0.99   0.83   0.35
247.0  0.43   0.99   0.82   0.34
248.0  0.43   0.99   0.80   0.34
249.0  0.43   0.98   0.79   0.33
250.0  0.43   0.98   0.78   0.32
251.0  0.43   0.97   0.77   0.31
252.0  0.43   0.97   0.76   0.31
253.0  0.44   0.96   0.74   0.30
254.0  0.43   0.96   0.73   0.30
255.0  0.44   0.95   0.72   0.29
256.0  0.45   0.94   0.71   0.28
257.0  0.45   0.93   0.70   0.28
258.0  0.46   0.92   0.69   0.27
259.0  0.48   0.91   0.68   0.27
260.0  0.49   0.89   0.67   0.26
261.0  0.51   0.88   0.66   0.26
262.0  0.52   0.86   0.65   0.26
263.0  0.52   0.86   0.64   0.25
264.0  0.54   0.84   0.64   0.25
265.0  0.56   0.82   0.63   0.25
266.0  0.58   0.80   0.63   0.24
267.0  0.60   0.77   0.62   0.24
268.0  0.63   0.75   0.62   0.24
269.0  0.65   0.72   0.62   0.24
270.0  0.68   0.70   0.61   0.24
271.0  0.68   0.68   0.61   0.24
272.0  0.70   0.68   0.61   0.24
273.0  0.72   0.65   0.62   0.24
274.0  0.75   0.63   0.62   0.24
275.0  0.77   0.60   0.62   0.24
276.0  0.80   0.58   0.63   0.24
277.0  0.82   0.56   0.63   0.25
278.0  0.84   0.54   0.64   0.25
279.0  0.86   0.52   0.64   0.25
280.0  0.86   0.52   0.65   0.26
281.0  0.88   0.51   0.66   0.26
282.0  0.89   0.49   0.67   0.26
283.0  0.91   0.48   0.68   0.27
284.0  0.92   0.46   0.69   0.27
285.0  0.93   0.45   0.70   0.28
286.0  0.94   0.45   0.71   0.28
287.0  0.95   0.44   0.72   0.29
288.0  0.96   0.43   0.73   0.30
289.0  0.96   0.44   0.74   0.30
290.0  0.97   0.43   0.76   0.31
291.0  0.97   0.43   0.77   0.31
292.0  0.98   0.43   0.78   0.32
293.0  0.98   0.43   0.79   0.33
294.0  0.99   0.43   0.80   0.34
295.0  0.99   0.43   0.82   0.34
296.0  0.99   0.44   0.83   0.35
297.0  0.99   0.44   0.84   0.36
298.0  0.99   0.45   0.85   0.37
299.0  0.99   0.45   0.86   0.37
300.0  1.00   0.46   0.87   0.38
301.0  1.00   0.47   0.88   0.39
302.0  1.00   0.48   0.89   0.40
303.0  1.00   0.49   0.90   0.41
304.0  1.00   0.50   0.91   0.42
305.0  1.00   0.51   0.92   0.43
306.0  1.00   0.52   0.93   0.44
307.0  1.00   0.53   0.94   0.45
308.0  1.00   0.55   0.94   0.46
309.0  1.00   0.56   0.95   0.47
310.0  1.00   0.57   0.95   0.48
311.0  1.00   0.59   0.96   0.49
312.0  1.00   0.60   0.96   0.50
313.0  1.00   0.62   0.97   0.51
314.0  1.00   0.63   0.97   0.52
315.0  1.00   0.65   0.98   0.53
316.0  1.00   0.66   0.98   0.55
317.0  1.00   0.68   0.98   0.56
318.0  1.00   0.70   0.98   0.57
319.0  1.00   0.71   0.99   0.59
320.0  1.00   0.73   0.99   0.60
321.0  1.00   0.74   0.99   0.61
322.0  1.00   0.76   0.99   0.63
323.0  1.00   0.77   0.99   0.64
324.0  1.00   0.79   0.99   0.66
325.0  1.00   0.80   0.99   0.67
326.0  1.00   0.81   1.00   0.69
327.0  1.00   0.83   1.00   0.70
328.0  1.00   0.84   1.00   0.72
329.0  1.00   0.85   1.00   0.73
330.0  1.00   0.86   1.00   0.75
331.0  1.00   0.87   1.00   0.76
332.0  1.00   0.88   1.00   0.78
333.0  1.00   0.89   1.00   0.79
334.0  1.00   0.90   1.00   0.81
335.0  1.00   0.91   1.00   0.82
336.0  1.00   0.92   1.00   0.83
337.0  1.00   0.93   1.00   0.85
338.0  1.00   0.94   1.00   0.86
339.0  1.00   0.94   1.00   0.87
340.0  1.00   0.95   1.00   0.88
341.0  1.00   0.95   1.00   0.90
342.0  1.00   0.96   1.00   0.91
343.0  1.00   0.96   1.00   0.92
344.0  1.00   0.97   1.00   0.92
345.0  1.00   0.97   1.00   0.93
346.0  1.00   0.98   1.00   0.94
347.0  1.00   0.98   1.00   0.95
348.0  1.00   0.98   1.00   0.95
349.0  1.00   0.98   1.00   0.96
350.0  1.00   0.99   1.00   0.97
351.0  1.00   0.99   1.00   0.97
352.0  1.00   0.99   1.00   0.97
353.0  1.00   0.99   1.00   0.98
354.0  1.00   0.99   1.00   0.98
355.0  1.00   0.99   1.00   0.98
356.0  1.00   0.99   1.00   0.99
357.0  1.00   0.99   1.00   0.99
358.0  1.00   1.00   1.00   0.99
359.0  1.00   1.00   1.00   0.99
360.0  1.00   1.00   1.00   0.99
